college_name,Department Name,Course Name,Professor,Class Time
공과대학,신소재공학부,"신소재공정실험
Experiments of Materials Processing",백정민,"화18:00-18:50【26108】,화19:00-19:50【26108】,화20:00-20:50【26108】,목21:00-21:45【26108】,목21:45-22:30【26108】,목22:30-23:15【26108】"
공과대학,신소재공학부,"신소재공정실험
Experiments of Materials Processing",이정헌,"화18:00-18:50【26311】,화19:00-19:50【26311】,화20:00-20:50【26311】,목21:00-21:45【26311】,목21:45-22:30【26311】,목22:30-23:15【26311】"
공과대학,신소재공학부,"신소재공정실험
Experiments of Materials Processing",최재영,"화21:00-21:45【26108】,화21:45-22:30【26108】,화22:30-23:15【26108】,목18:00-18:50【26108】,목19:00-19:50【26108】,목20:00-20:50【26108】"
공과대학,신소재공학부,"플라즈마공정및장비
Plasma Processes and Equipment",염근영,"월12:00-13:15【330110】,월13:30-14:45【330110】"
공과대학,신소재공학부,"디스플레이공학
Display Electronics",송장근,"월16:30-17:45【22409】,수15:00-16:15【22409】"
공과대학,신소재공학부,"유기고분자재료
Introduction to organic and polymeric materials",임병권,"목12:00-13:15【26110】,목13:30-14:45【26110】"
공과대학,신소재공학부,"열유체공학설계실습
Design Lab on Thermo-Fluidics",김윤제,"월15:00-15:50【22306】,월16:00-16:50【22306】,월17:00-17:50【22306】,월18:00-18:50【22306】,월19:00-19:50【22306】,월20:00-20:50【22306】"
공과대학,신소재공학부,"열유체공학설계실습
Design Lab on Thermo-Fluidics",이진기,"수15:00-15:50【22306】,수16:00-16:50【22306】,수17:00-17:50【22306】,수18:00-18:50【22306】,수19:00-19:50【22306】,수20:00-20:50【22306】"
공과대학,신소재공학부,"열유체공학설계실습
Design Lab on Thermo-Fluidics",박성수,"목15:00-15:50【22306】,목16:00-16:50【22306】,목17:00-17:50【22306】,목18:00-18:50【22306】,목19:00-19:50【22306】,목20:00-20:50【22306】"
공과대학,신소재공학부,"열유체공학설계실습
Design Lab on Thermo-Fluidics",변도영,"화15:00-15:50【22306】,화16:00-16:50【22306】,화17:00-17:50【22306】,화18:00-18:50【22306】,화19:00-19:50【22306】,화20:00-20:50【22306】"
공과대학,신소재공학부,"공학수치해석
Engineering Numerical Analysis",전경수,"목09:00-10:15【26223】,목10:30-11:45【26223】"
공과대학,신소재공학부,"공학수치해석
Engineering Numerical Analysis",자비단,"화13:30-14:45【26515】,목12:00-13:15【26515】"
공과대학,신소재공학부,"기술경영개론
Introduction to Management of Technology",조근태,"금15:00-16:15【26223】,금16:30-17:45【26223】"
공과대학,신소재공학부,"기술경영개론
Introduction to Management of Technology",조근태,"목18:00-19:15【27511】,목19:30-20:45【27511】"
공과대학,신소재공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",권영돈,"월12:00-13:15【22319】,수13:30-14:45【22319】"
공과대학,신소재공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",황의헌,"월12:00-13:15【27511】,수13:30-14:45【27511】"
공과대학,신소재공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",최문택,"월13:30-14:45【22310】,수12:00-13:15【22310】"
공과대학,신소재공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",최문택,"월15:00-16:15【22310】,수16:30-17:45【22310】"
공과대학,신소재공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",최문택,"월16:30-17:45【22310】,수15:00-16:15【22310】"
공과대학,신소재공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",원병묵,"월10:30-11:45【22319】,수09:00-10:15【22319】"
공과대학,신소재공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",권영돈,"월13:30-14:45【22319】,수12:00-13:15【22319】"
공과대학,신소재공학부,"공학기초수학2
Fundamental Mathematics in Engineering2",최현기,"화15:00-16:15【22410】,목16:30-17:45【22410】"
공과대학,신소재공학부,"인공지능과디지털수학
Digital Mathematics for Artificial Intelligence",김현수,"화09:00-10:15【26223】,화10:30-11:45【26223】"
공과대학,신소재공학부,"인공지능과디지털수학
Digital Mathematics for Artificial Intelligence",김현수,"금09:00-10:15【26515】,금10:30-11:45【26515】"
공과대학,신소재공학부,"산학융합캡스톤디자인
Industry Collaborative Capstone Design",김미소,"금18:00-19:15【26223】,금19:30-20:45【26223】"
공과대학,신소재공학부,"메타버스플랫폼이해와활용
Understanding and Utilizing the Metaverse Platform",김정엽,"화12:00-13:15【26305】,목13:30-14:45【26305】"
공과대학,신소재공학부,"NFT이해와활용
Understanding and Utilizing NFT",김정엽,"화13:30-14:45【83188】,목12:00-13:15【83188】"
공과대학,조경학과,"서양건축사
History of Western Architecture",이현정,"목09:00-10:15【21514】,목10:30-11:45【21514】"
공과대학,조경학과,"동양건축사
History of East Asian Architecture",우성훈,"월18:00-19:15【22319】,월19:30-20:45【22319】"
공과대학,조경학과,"현대건축론2
Contemporary Architecture 2",이중원,"월09:00-10:15【22402】,월10:30-11:45【22402】"
공과대학,조경학과,"구조역학
Structural Analysis",이정윤,"화13:30-14:45【22319】,목12:00-13:15【22319】"
공과대학,조경학과,"건축시공및재료2
Building Construction Methods & Materials II ",권순욱,"화09:00-10:15【26110】,화10:30-11:45【26110】"
공과대학,조경학과,"건설관리
Construction Project Management",김예상,"화10:30-11:45【26307】,목09:00-10:15【26307】"
공과대학,조경학과,"건축환경공학2
Building Environmental Engineering II ",송두삼,"월09:00-10:15【26223】,수10:30-11:45【26223】"
공과대학,조경학과,"건축공학설계1
Architectural Engineering Design I",진상윤,"화18:00-18:50【22402】,화19:00-19:50【22402】,화20:00-20:50【22402】,목18:00-18:50【22402】,목19:00-19:50【22402】,목20:00-20:50【22402】"
공과대학,조경학과,"기초유체역학
Elementary Fluid Mechanics",이정열,"월13:30-14:45【26512】,수12:00-13:15【26512】"
공과대학,조경학과,"디지털가상설계
Digital Virual Design",이광명,"화12:00-13:15【26512】,목13:30-14:45【26512】"
공과대학,조경학과,"건축공학설계1
Architectural Engineering Design I",윤성민,"화18:00-18:50【26223】,화19:00-19:50【26223】,화20:00-20:50【26223】,목18:00-18:50【26223】,목19:00-19:50【26223】,목20:00-20:50【26223】"
공과대학,조경학과,"수리학
Hydraulics",전경수,"월12:00-13:15【26512】,수13:30-14:45【26512】"
공과대학,조경학과,"응용토질역학
Advanced Soil Mechanics",김낙경,"월09:00-10:15【26217A】,수10:30-11:45【26217A】"
공과대학,조경학과,"응용측량정보학
Advanced Surveying and Practive",윤홍식,"월15:00-15:50【26305】,월16:00-16:50【26305】,월17:00-17:50【26305】,금15:00-15:50【26305】,금16:00-16:50【26305】,금17:00-17:50【26305】"
공과대학,조경학과,"환경토양학
Environmental Soil Science",하유미,"화12:00-13:15【61301A】,목13:30-14:45【61301A】"
공과대학,조경학과,"동아시아조경문화사
Cultural History of East-Asia Landscape Architecture",김묘정,"화09:00-10:15【61301A】,화10:30-11:45【61301A】"
공과대학,조경학과,"공학확률
Probability in Engineering ",심성한,"화16:30-17:45【26305】,목15:00-16:15【26305】"
공과대학,조경학과,"정원설계
Garden Design Studio",최재혁,"금15:00-16:15【61301A】,금16:30-17:45【61301A】"
공과대학,조경학과,"철근콘크리트구조2
Reinforced Concrete Structures II",김진구,"월13:30-14:45【26305】,수12:00-13:15【26305】"
공과대학,조경학과,"건설재료및실습
Laboratory Tests of Constrution Materials ",이광명,"화15:00-15:50【26512】,화16:00-16:50【26512】,화17:00-17:50【26512】,목15:00-15:50【26512】,목16:00-16:50【26512】,목17:00-17:50【26512】"
공과대학,조경학과,"건축공학설계2
Architectural Engineering Design II",김진구,"월15:00-15:50【미지정】,월16:00-16:50【미지정】,월17:00-17:50【미지정】,수15:00-15:50【22402】,수16:00-16:50【22402】,수17:00-17:50【22402】"
공과대학,조경학과,"건축공학설계2
Architectural Engineering Design II",이송우,"월18:00-18:50【22402】,월19:00-19:50【22402】,월20:00-20:50【22402】,수18:00-18:50【22402】,수19:00-19:50【22402】,수20:00-20:50【22402】"
공과대학,조경학과,"IndividualStudy2
IndividualStudy2",송두삼,미지정
공과대학,조경학과,"건축공학현장실습1B
Practical Training 1B of Architectural Engineering ",심성한,미지정
공과대학,조경학과,"건축공학현장실습2B 
Field Practice 2B in Architectural Engineering ",심성한,미지정
공과대학,조경학과,"건축공학현장실습3B 
Practical Training 3B of Architectural Engineering ",심성한,미지정
공과대학,조경학과,"첨단건설IT
Advanced Information Technology in the Construction Industry",진상윤,"수09:00-10:15【22402】,수10:30-11:45【22402】"
공과대학,조경학과,"환경수리학
Environmental Hydraulics",이정열,"월16:30-17:45【26512】,수15:00-16:15【26512】"
공과대학,조경학과,"지형공간정보학
Geo-Informatics ",윤홍식,"화15:00-16:15【26307】,목16:30-17:45【26307】"
공과대학,조경학과,"글로벌환경원격탐사
Remote Sensing of Global  Environment",최민하,"화09:00-09:50【26217A】,화10:00-10:50【26217A】,화11:00-11:50【26217A】,금15:00-15:50【22402】,금16:00-16:50【22402】,금17:00-17:50【22402】"
공과대학,조경학과,"건설환경현장실습1B
Co-operative Training in Construction and Environmental Engineering 1B",이제찬,미지정
공과대학,조경학과,"건설환경현장실습2B
Co-operative Training in Construction and Environmental Engineering 2B",이제찬,미지정
공과대학,조경학과,"에너지자원순환공학
Energy recycle Engineering",염익태,"월12:00-13:15【26305】,수13:30-14:45【26305】"
공과대학,조경학과,"RC구조물설계
Design of Reinforced Concrete Structure",박선규,"화13:30-14:45【26512】,목12:00-13:15【26512】"
공과대학,조경학과,"조경현장실습2 
Landscape Architecture Field Practice 2",자연과학,일반수업
공과대학,조경학과,"생태복원공학및실습 
Ecological Restoration Engineering and Practice ",정경진,"화15:00-15:50【61301A】,화16:00-16:50【61301A】,화17:00-17:50【61301A】,화18:00-18:50【61301A】,화19:00-19:50【61301A】,화20:00-20:50【61301A】"
공과대학,조경학과,"경관생태학 
Landscape Ecology",김민경,"목09:00-10:15【61301A】,목10:30-11:45【61301A】"
공과대학,조경학과,"기후변화와탄소재이용
Climate Change & Carbon Utilization",이제찬,"화13:30-14:45【26305】,목12:00-13:15【26305】"
공과대학,조경학과,"조경화훼식물학
Landscape Flowering Plants",하유미,"월09:00-10:15【61301A】,월10:30-11:45【61301A】"
공과대학,조경학과,"조경현장실습1 
Landscape Architecture for Co-operative Program 1 ",자연과학,일반수업
공과대학,조경학과,"환경변화와스마트대응기술
Environmental Change and Smart Response Technology",김형수,"화12:00-13:15【26513】,목13:30-14:45【26513】"
공과대학,조경학과,"친환경건축계획실무
Low-energy Building Design Practice",송두삼,"화18:00-18:50【26305】,화19:00-19:50【26305】,화20:00-20:50【26305】,목18:00-18:50【26305】,목19:00-19:50【26305】,목20:00-20:50【26305】"
공과대학,조경학과,"공학수치해석
Engineering Numerical Analysis",전경수,"목09:00-10:15【26223】,목10:30-11:45【26223】"
공과대학,조경학과,"공학수치해석
Engineering Numerical Analysis",자비단,"화13:30-14:45【26515】,목12:00-13:15【26515】"
공과대학,조경학과,"기술경영개론
Introduction to Management of Technology",조근태,"금15:00-16:15【26223】,금16:30-17:45【26223】"
공과대학,조경학과,"기술경영개론
Introduction to Management of Technology",조근태,"목18:00-19:15【27511】,목19:30-20:45【27511】"
공과대학,조경학과,"산학융합캡스톤디자인
Industry Collaborative Capstone Design",김미소,"금18:00-19:15【26223】,금19:30-20:45【26223】"
공과대학,텍스타일시스템공학과,"미생물학
Microbiology",조홍백,"월16:30-17:45【31213】,수15:00-16:15【31213】"
공과대학,텍스타일시스템공학과,"고체물성론
Physics of Engineering Materials",이재찬,"월16:30-17:45【26311】,수15:00-16:15【26311】"
공과대학,텍스타일시스템공학과,"공업물리화학2
Applied Physical ChemistryⅡ",김재윤,"월10:30-11:45【26505】,수09:00-10:15【26505】"
공과대학,텍스타일시스템공학과,"공업물리화학2
Applied Physical ChemistryⅡ",조슈아잭맨,"화16:30-17:45【26308】,목15:00-16:15【26308】"
공과대학,텍스타일시스템공학과,"공업물리화학2
Applied Physical ChemistryⅡ",이상욱,"월13:30-14:45【26308】,수12:00-13:15【26308】"
공과대학,텍스타일시스템공학과,"공업유기화학2
Industrial Organic ChemistryⅡ",이영관,"화12:00-13:15【26308】,목13:30-14:45【26308】"
공과대학,텍스타일시스템공학과,"고체화학공학
Introduction to Solid Chemistry",조새벽,"월10:30-11:45【26502】,수09:00-10:15【26502】"
공과대학,텍스타일시스템공학과,"공업생화학
Industrial Biochemistry",엄숭호,"화12:00-13:15【26507】,목13:30-14:45【26507】"
공과대학,텍스타일시스템공학과,"화학공학실험1
Chemical Engineering LaboratoryⅠ",조수연,"월18:00-18:50【24208】,월19:00-19:50【24208】,월20:00-20:50【24208】,월21:00-21:45【24208】"
공과대학,텍스타일시스템공학과,"화학공학실험1
Chemical Engineering LaboratoryⅠ",정찬화,"화18:00-18:50【24208】,화19:00-19:50【24208】,화20:00-20:50【24208】,화21:00-21:45【24208】"
공과대학,텍스타일시스템공학과,"에너지공학
Energy Engineering",한귀영,"화09:00-10:15【26308】,목10:30-11:45【26308】"
공과대학,텍스타일시스템공학과,"에너지공학
Energy Engineering",박남규,"화15:00-16:15【26308】,목16:30-17:45【26308】"
공과대학,텍스타일시스템공학과,"화학공학실험1
Chemical Engineering LaboratoryⅠ",김동환,"수18:00-18:50【24208】,수19:00-19:50【24208】,수20:00-20:50【24208】,수21:00-21:45【24208】"
공과대학,텍스타일시스템공학과,"화학공학실험1
Chemical Engineering LaboratoryⅠ",엄숭호,"목18:00-18:50【24208】,목19:00-19:50【24208】,목20:00-20:50【24208】,목21:00-21:45【24208】"
공과대학,텍스타일시스템공학과,"화학공학실험2
Chemical Engineering LaboratoryⅡ",김동환,"월18:00-18:50【24103B】,월19:00-19:50【24103B】,월20:00-20:50【24103B】,월21:00-21:45【24103B】"
공과대학,텍스타일시스템공학과,"화학공학실험2
Chemical Engineering LaboratoryⅡ",이동현,"화18:00-18:50【24103B】,화19:00-19:50【24103B】,화20:00-20:50【24103B】,화21:00-21:45【24103B】"
공과대학,텍스타일시스템공학과,"화학공학현장실습1
Chemical Engineering Co-op Practice 1",김윤철,미지정
공과대학,텍스타일시스템공학과,"화학공학실험2
Chemical Engineering LaboratoryⅡ",양우석,"수18:00-18:50【24103B】,수19:00-19:50【24103B】,수20:00-20:50【24103B】,수21:00-21:45【24103B】"
공과대학,텍스타일시스템공학과,"화학공학실험2
Chemical Engineering LaboratoryⅡ",배종욱,"목18:00-18:50【24103B】,목19:00-19:50【24103B】,목20:00-20:50【24103B】,목21:00-21:45【24103B】"
공과대학,텍스타일시스템공학과,"화학공학현장실습2
Chemical Engineering Co-op Practice 2",김윤철,미지정
공과대학,텍스타일시스템공학과,"화학공학현장실습4
Chemical Engineering Co-op Practice 4",김윤철,미지정
공과대학,텍스타일시스템공학과,"화학공학현장실습3
Chemical Engineering Co-op Practice 3",김윤철,미지정
공과대학,텍스타일시스템공학과,"전자회로1
Electronic Circuits I",최병덕,"화13:30-14:45【22410】,목12:00-13:15【22410】"
공과대학,텍스타일시스템공학과,"전자회로1
Electronic Circuits I",유관호,"월13:30-14:45【22409】,수12:00-13:15【22409】"
공과대학,텍스타일시스템공학과,"공학수치해석
Engineering Numerical Analysis",전경수,"목09:00-10:15【26223】,목10:30-11:45【26223】"
공과대학,텍스타일시스템공학과,"공학수치해석
Engineering Numerical Analysis",자비단,"화13:30-14:45【26515】,목12:00-13:15【26515】"
공과대학,텍스타일시스템공학과,"기술경영개론
Introduction to Management of Technology",조근태,"금15:00-16:15【26223】,금16:30-17:45【26223】"
공과대학,텍스타일시스템공학과,"기술경영개론
Introduction to Management of Technology",조근태,"목18:00-19:15【27511】,목19:30-20:45【27511】"
공과대학,텍스타일시스템공학과,"산학융합캡스톤디자인
Industry Collaborative Capstone Design",김미소,"금18:00-19:15【26223】,금19:30-20:45【26223】"
공과대학,텍스타일시스템공학전공,"미생물학
Microbiology",조홍백,"월16:30-17:45【31213】,수15:00-16:15【31213】"
공과대학,텍스타일시스템공학전공,"고체물성론
Physics of Engineering Materials",이재찬,"월16:30-17:45【26311】,수15:00-16:15【26311】"
공과대학,텍스타일시스템공학전공,"공업물리화학2
Applied Physical ChemistryⅡ",김재윤,"월10:30-11:45【26505】,수09:00-10:15【26505】"
공과대학,텍스타일시스템공학전공,"공업물리화학2
Applied Physical ChemistryⅡ",조슈아잭맨,"화16:30-17:45【26308】,목15:00-16:15【26308】"
공과대학,텍스타일시스템공학전공,"공업물리화학2
Applied Physical ChemistryⅡ",이상욱,"월13:30-14:45【26308】,수12:00-13:15【26308】"
공과대학,텍스타일시스템공학전공,"공업유기화학2
Industrial Organic ChemistryⅡ",이영관,"화12:00-13:15【26308】,목13:30-14:45【26308】"
공과대학,텍스타일시스템공학전공,"고체화학공학
Introduction to Solid Chemistry",조새벽,"월10:30-11:45【26502】,수09:00-10:15【26502】"
공과대학,텍스타일시스템공학전공,"공업생화학
Industrial Biochemistry",엄숭호,"화12:00-13:15【26507】,목13:30-14:45【26507】"
공과대학,텍스타일시스템공학전공,"화학공학실험1
Chemical Engineering LaboratoryⅠ",조수연,"월18:00-18:50【24208】,월19:00-19:50【24208】,월20:00-20:50【24208】,월21:00-21:45【24208】"
공과대학,텍스타일시스템공학전공,"화학공학실험1
Chemical Engineering LaboratoryⅠ",정찬화,"화18:00-18:50【24208】,화19:00-19:50【24208】,화20:00-20:50【24208】,화21:00-21:45【24208】"
공과대학,텍스타일시스템공학전공,"에너지공학
Energy Engineering",한귀영,"화09:00-10:15【26308】,목10:30-11:45【26308】"
공과대학,텍스타일시스템공학전공,"에너지공학
Energy Engineering",박남규,"화15:00-16:15【26308】,목16:30-17:45【26308】"
공과대학,텍스타일시스템공학전공,"화학공학실험1
Chemical Engineering LaboratoryⅠ",김동환,"수18:00-18:50【24208】,수19:00-19:50【24208】,수20:00-20:50【24208】,수21:00-21:45【24208】"
공과대학,텍스타일시스템공학전공,"화학공학실험1
Chemical Engineering LaboratoryⅠ",엄숭호,"목18:00-18:50【24208】,목19:00-19:50【24208】,목20:00-20:50【24208】,목21:00-21:45【24208】"
공과대학,텍스타일시스템공학전공,"화학공학실험2
Chemical Engineering LaboratoryⅡ",김동환,"월18:00-18:50【24103B】,월19:00-19:50【24103B】,월20:00-20:50【24103B】,월21:00-21:45【24103B】"
공과대학,텍스타일시스템공학전공,"화학공학실험2
Chemical Engineering LaboratoryⅡ",이동현,"화18:00-18:50【24103B】,화19:00-19:50【24103B】,화20:00-20:50【24103B】,화21:00-21:45【24103B】"
공과대학,텍스타일시스템공학전공,"화학공학현장실습1
Chemical Engineering Co-op Practice 1",김윤철,미지정
공과대학,텍스타일시스템공학전공,"화학공학실험2
Chemical Engineering LaboratoryⅡ",양우석,"수18:00-18:50【24103B】,수19:00-19:50【24103B】,수20:00-20:50【24103B】,수21:00-21:45【24103B】"
공과대학,텍스타일시스템공학전공,"화학공학실험2
Chemical Engineering LaboratoryⅡ",배종욱,"목18:00-18:50【24103B】,목19:00-19:50【24103B】,목20:00-20:50【24103B】,목21:00-21:45【24103B】"
공과대학,텍스타일시스템공학전공,"화학공학현장실습2
Chemical Engineering Co-op Practice 2",김윤철,미지정
공과대학,텍스타일시스템공학전공,"화학공학현장실습4
Chemical Engineering Co-op Practice 4",김윤철,미지정
공과대학,텍스타일시스템공학전공,"화학공학현장실습3
Chemical Engineering Co-op Practice 3",김윤철,미지정
공과대학,텍스타일시스템공학전공,"전자회로1
Electronic Circuits I",최병덕,"화13:30-14:45【22410】,목12:00-13:15【22410】"
공과대학,텍스타일시스템공학전공,"전자회로1
Electronic Circuits I",유관호,"월13:30-14:45【22409】,수12:00-13:15【22409】"
공과대학,텍스타일시스템공학전공,"공학수치해석
Engineering Numerical Analysis",전경수,"목09:00-10:15【26223】,목10:30-11:45【26223】"
공과대학,텍스타일시스템공학전공,"공학수치해석
Engineering Numerical Analysis",자비단,"화13:30-14:45【26515】,목12:00-13:15【26515】"
공과대학,텍스타일시스템공학전공,"기술경영개론
Introduction to Management of Technology",조근태,"금15:00-16:15【26223】,금16:30-17:45【26223】"
공과대학,텍스타일시스템공학전공,"기술경영개론
Introduction to Management of Technology",조근태,"목18:00-19:15【27511】,목19:30-20:45【27511】"
공과대학,텍스타일시스템공학전공,"산학융합캡스톤디자인
Industry Collaborative Capstone Design",김미소,"금18:00-19:15【26223】,금19:30-20:45【26223】"
공과대학,화학공학/고분자공학부,"미생물학
Microbiology",조홍백,"월16:30-17:45【31213】,수15:00-16:15【31213】"
공과대학,화학공학/고분자공학부,"고체물성론
Physics of Engineering Materials",이재찬,"월16:30-17:45【26311】,수15:00-16:15【26311】"
공과대학,화학공학/고분자공학부,"나노신소재
nano-advanced materials",최재영,"화16:30-17:45【26311】,목15:00-16:15【26311】"
공과대학,화학공학/고분자공학부,"나노신소재
nano-advanced materials",황동목,"월13:30-14:45【26108】,수12:00-13:15【26108】"
공과대학,화학공학/고분자공학부,"플라즈마공정및장비
Plasma Processes and Equipment",염근영,"월12:00-13:15【330110】,월13:30-14:45【330110】"
공과대학,화학공학/고분자공학부,"공업물리화학2
Applied Physical ChemistryⅡ",김재윤,"월10:30-11:45【26505】,수09:00-10:15【26505】"
공과대학,화학공학/고분자공학부,"공업물리화학2
Applied Physical ChemistryⅡ",조슈아잭맨,"화16:30-17:45【26308】,목15:00-16:15【26308】"
공과대학,화학공학/고분자공학부,"공업물리화학2
Applied Physical ChemistryⅡ",이상욱,"월13:30-14:45【26308】,수12:00-13:15【26308】"
공과대학,화학공학/고분자공학부,"공업생화학
Industrial Biochemistry",엄숭호,"화12:00-13:15【26507】,목13:30-14:45【26507】"
공과대학,화학공학/고분자공학부,"융복합소재개론
Introduction to Hybrid Materials",김진웅,"화10:30-11:45【26502】,목09:00-10:15【26502】"
공과대학,화학공학/고분자공학부,"공업유기화학2
Industrial Organic ChemistryⅡ",이영관,"화12:00-13:15【26308】,목13:30-14:45【26308】"
공과대학,화학공학/고분자공학부,"고체화학공학
Introduction to Solid Chemistry",조새벽,"월10:30-11:45【26502】,수09:00-10:15【26502】"
공과대학,화학공학/고분자공학부,"화공열및물질전달
Heat and Mass Transfer in Chemical Engineering",김덕준,"월09:00-10:15【26308】,수10:30-11:45【26308】"
공과대학,화학공학/고분자공학부,"화공열및물질전달
Heat and Mass Transfer in Chemical Engineering",권석준,"월09:00-10:15【26310】,수10:30-11:45【26310】"
공과대학,화학공학/고분자공학부,"화공열및물질전달
Heat and Mass Transfer in Chemical Engineering",양우석,"월15:00-16:15【26515】,수16:30-17:45【26515】"
공과대학,화학공학/고분자공학부,"고분자공학입문
Introduction to polymer engineering",김지흥,"화13:30-14:45【26308】,목12:00-13:15【26308】"
공과대학,화학공학/고분자공학부,"화학공학실험1
Chemical Engineering LaboratoryⅠ",정찬화,"화18:00-18:50【24208】,화19:00-19:50【24208】,화20:00-20:50【24208】,화21:00-21:45【24208】"
공과대학,화학공학/고분자공학부,"고분자공학입문
Introduction to polymer engineering",배진영,"월12:00-13:15【26502】,수13:30-14:45【26502】"
공과대학,화학공학/고분자공학부,"에너지공학
Energy Engineering",한귀영,"화09:00-10:15【26308】,목10:30-11:45【26308】"
공과대학,화학공학/고분자공학부,"에너지공학
Energy Engineering",박남규,"화15:00-16:15【26308】,목16:30-17:45【26308】"
공과대학,화학공학/고분자공학부,"화학공학실험1
Chemical Engineering LaboratoryⅠ",조수연,"월18:00-18:50【24208】,월19:00-19:50【24208】,월20:00-20:50【24208】,월21:00-21:45【24208】"
공과대학,화학공학/고분자공학부,"화학공학실험1
Chemical Engineering LaboratoryⅠ",김동환,"수18:00-18:50【24208】,수19:00-19:50【24208】,수20:00-20:50【24208】,수21:00-21:45【24208】"
공과대학,화학공학/고분자공학부,"화학공학실험1
Chemical Engineering LaboratoryⅠ",엄숭호,"목18:00-18:50【24208】,목19:00-19:50【24208】,목20:00-20:50【24208】,목21:00-21:45【24208】"
공과대학,화학공학/고분자공학부,"화학공학실험2
Chemical Engineering LaboratoryⅡ",김동환,"월18:00-18:50【24103B】,월19:00-19:50【24103B】,월20:00-20:50【24103B】,월21:00-21:45【24103B】"
공과대학,화학공학/고분자공학부,"화학공학실험2
Chemical Engineering LaboratoryⅡ",이동현,"화18:00-18:50【24103B】,화19:00-19:50【24103B】,화20:00-20:50【24103B】,화21:00-21:45【24103B】"
공과대학,화학공학/고분자공학부,"화학공학실험2
Chemical Engineering LaboratoryⅡ",양우석,"수18:00-18:50【24103B】,수19:00-19:50【24103B】,수20:00-20:50【24103B】,수21:00-21:45【24103B】"
공과대학,화학공학/고분자공학부,"화학공학실험2
Chemical Engineering LaboratoryⅡ",배종욱,"목18:00-18:50【24103B】,목19:00-19:50【24103B】,목20:00-20:50【24103B】,목21:00-21:45【24103B】"
공과대학,화학공학/고분자공학부,"화학공학현장실습2
Chemical Engineering Co-op Practice 2",김윤철,미지정
공과대학,화학공학/고분자공학부,"화학공학현장실습4
Chemical Engineering Co-op Practice 4",김윤철,미지정
공과대학,화학공학/고분자공학부,"화학공학현장실습1
Chemical Engineering Co-op Practice 1",김윤철,미지정
공과대학,화학공학/고분자공학부,"화학공학현장실습3
Chemical Engineering Co-op Practice 3",김윤철,미지정
공과대학,화학공학/고분자공학부,"공정설계입문
Introduction to Process Design",최우석,"화09:00-10:15【26507】,화10:30-11:45【26507】"
공과대학,화학공학/고분자공학부,"반응공학
Chemical Reaction Engineering",배종욱,"화10:30-11:45【26308】,목09:00-10:15【26308】"
공과대학,화학공학/고분자공학부,"반응공학
Chemical Reaction Engineering",유필진,"월10:30-11:45【26308】,수09:00-10:15【26308】"
공과대학,화학공학/고분자공학부,"반응공학
Chemical Reaction Engineering",김정규,"수09:00-10:15【26507】,수10:30-11:45【26507】"
공과대학,화학공학/고분자공학부,"반응공학
Chemical Reaction Engineering",조수연,"월15:00-16:15【85718】,수16:30-17:45【85718】"
공과대학,화학공학/고분자공학부,"화공및고분자종합설계
Capstone Design of Chemical and Polymer Engineering",김윤철,"목09:00-10:15【26505】,목10:30-11:45【26505】"
공과대학,화학공학/고분자공학부,"화공및고분자종합설계
Capstone Design of Chemical and Polymer Engineering",정찬화,"화09:00-10:15【26505】,화10:30-11:45【26505】"
공과대학,화학공학/고분자공학부,"화학공학창업현장실습
Chemical Engineering Foundation Practice",김윤철,미지정
공과대학,화학공학/고분자공학부,"공정제어및설계
Process Control & Design",이동엽,"금12:00-13:15【26308】,금13:30-14:45【26308】"
공과대학,화학공학/고분자공학부,"공정제어및설계
Process Control & Design",방창현,"금12:00-13:15【27532】,금13:30-14:45【27532】"
공과대학,화학공학/고분자공학부,"화공및고분자종합설계
Capstone Design of Chemical and Polymer Engineering",이재구,"수09:00-10:15【22302】,수10:30-11:45【22302】"
공과대학,화학공학/고분자공학부,"반도체화학공정
Semiconductor Processing",채희엽,"월12:00-13:15【26308】,수13:30-14:45【26308】"
공과대학,화학공학/고분자공학부,"물리화학기초실험
Basic Experiments in Physical Chemistry",조새벽,"월18:00-18:50【24209】,월19:00-19:50【24209】,월20:00-20:50【24209】,월21:00-21:45【24209】"
공과대학,화학공학/고분자공학부,"물리화학기초실험
Basic Experiments in Physical Chemistry",엄숭호,"화18:00-18:50【24209】,화19:00-19:50【24209】,화20:00-20:50【24209】,화21:00-21:45【24209】"
공과대학,화학공학/고분자공학부,"물리화학기초실험
Basic Experiments in Physical Chemistry",박재형,"수18:00-18:50【24209】,수19:00-19:50【24209】,수20:00-20:50【24209】,수21:00-21:45【24209】"
공과대학,화학공학/고분자공학부,"물리화학기초실험
Basic Experiments in Physical Chemistry",박성준,"목18:00-18:50【24209】,목19:00-19:50【24209】,목20:00-20:50【24209】,목21:00-21:45【24209】"
공과대학,화학공학/고분자공학부,"화학및생물공정최적화
Optimization of Chemical and Biological Processes",이동엽,"목12:00-13:15【26502】,목13:30-14:45【26502】"
